"Código Liquidação";"Código Liquidação Resumido";"Data Emissão";"Código Tipo Documento";"Tipo Documento";"Código Órgão Superior";"Órgão Superior";"Código Órgão";"Órgão";"Código Unidade Gestora";"Unidade Gestora";"Código Gestão";"Gestão";"Código Favorecido";"Favorecido";"Observação";"Código Categoria de Despesa";"Categoria de Despesa";"Código Grupo de Despesa";"Grupo de Despesa";"Código Modalidade de Aplicação";"Modalidade de Aplicação";"Código Elemento de Despesa";"Elemento de Despesa";"Código Plano Orçamentário";"Plano Orçamentário";"Código Programa Governo";"Nome Programa Governo"
"120073000012024NS000033";"2024NS000033";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120073";"BASE AEREA DE FLORIANOPOLIS";"00001";"TESOURO NACIONAL";"35587743000194";"JUTTEL ALIMENTOS LTDA";"|| APL: BAFL - NF 6202 DE 19/12/2023 UG. 120073 BAFL PROCESSO 67272004194202215";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES ATIVOS EM RANCHO";"00";"Sem informação"
"120073000012024NS000042";"2024NS000042";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120073";"BASE AEREA DE FLORIANOPOLIS";"00001";"TESOURO NACIONAL";"76864677000130";"HERCILIO CORREA RODRIGUES";"|| APL: BAFL - NF 10237 DE 19/12/2023 UG. 120073 BAFL PROCESSO 67272004194202215";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES ATIVOS EM RANCHO";"00";"Sem informação"
"120073000012024NS000041";"2024NS000041";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120073";"BASE AEREA DE FLORIANOPOLIS";"00001";"TESOURO NACIONAL";"76864677000130";"HERCILIO CORREA RODRIGUES";"|| APL: BAFL - NF 10256 DE 22/12/2023 UG. 120073 BAFL PROCESSO 67272004194202215";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES ATIVOS EM RANCHO";"00";"Sem informação"
"120073000012024NS000034";"2024NS000034";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120073";"BASE AEREA DE FLORIANOPOLIS";"00001";"TESOURO NACIONAL";"12433700000159";"NUTRICELLI COMERCIO DE ALIMENTOS LTDA";"APL: BAFL - NF 16066 DE 19/12/2023 UG. 120073 BAFL PROCESSO 67272004194202215";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES ATIVOS EM RANCHO";"00";"Sem informação"
"120073000012024NS000044";"2024NS000044";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120073";"BASE AEREA DE FLORIANOPOLIS";"00001";"TESOURO NACIONAL";"12698194000120";"F2J COMERCIAL ATACADISTA DE ALIMENTOS LTDA";"|| APL: BAFL - NF 5959 DE 20/12/2023 UG. 120073 BAFL PROCESSO 67272004194202215";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES ATIVOS EM RANCHO";"00";"Sem informação"
"120073000012024NS000043";"2024NS000043";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120073";"BASE AEREA DE FLORIANOPOLIS";"00001";"TESOURO NACIONAL";"12698194000120";"F2J COMERCIAL ATACADISTA DE ALIMENTOS LTDA";"|| APL: BAFL - NF 6007 DE 26/12/2023 UG. 120073 BAFL PROCESSO 67272004194202215";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES ATIVOS EM RANCHO";"00";"Sem informação"
"120636000012024NS000447";"2024NS000447";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120636";"GRUPAMENTO DE APOIO DE LAGOA SANTA";"00001";"TESOURO NACIONAL";"00536772000142";"ECOLAB QUIMICA LTDA";"NUP 67532.000046/2024-77 - RECEBIMENTO DE MATERIAL DE HIGIENIZACAO NF 28591,VALOR DE 15.359,97, EMPRESA: ECOLAB QUIMICA LTDA. MATERIAL DESTINADO A SSUB, NO MES DE NOVEMBRO DE 2023 - SSUB - GAP-LS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES ATIVOS EM RANCHO";"00";"Sem informação"
"120636000012024NS000446";"2024NS000446";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120636";"GRUPAMENTO DE APOIO DE LAGOA SANTA";"00001";"TESOURO NACIONAL";"00536772000142";"ECOLAB QUIMICA LTDA";"NUP 67532.000046/2024-77 - RECEBIMENTO DE MATERIAL DE HIGIENIZACAO NF 28592,VALOR DE 3.750,00, EMPRESA: ECOLAB QUIMICA LTDA. MATERIAL DESTINADO A SSUB, NO MES DE NOVEMBRO DE 2023 - SSUB - GAP-LS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES ATIVOS EM RANCHO";"00";"Sem informação"
"120636000012024NS000445";"2024NS000445";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120636";"GRUPAMENTO DE APOIO DE LAGOA SANTA";"00001";"TESOURO NACIONAL";"00536772000142";"ECOLAB QUIMICA LTDA";"NUP 67532.000046/2024-77 - RECEBIMENTO DE MATERIAL DE HIGIENIZACAO NF 28593,VALOR DE 7.119,98, EMPRESA: ECOLAB QUIMICA LTDA. MATERIAL DESTINADO A SSUB, NO MES DE NOVEMBRO DE 2023 - SSUB - GAP-LS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES ATIVOS EM RANCHO";"00";"Sem informação"
"120636000012024NS000444";"2024NS000444";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120636";"GRUPAMENTO DE APOIO DE LAGOA SANTA";"00001";"TESOURO NACIONAL";"00536772000142";"ECOLAB QUIMICA LTDA";"NUP 67532.000046/2024-77 - RECEBIMENTO DE MATERIAL DE HIGIENIZACAO NF 28590,VALOR DE 28.577,98, EMPRESA: ECOLAB QUIMICA LTDA. MATERIAL DESTINADO A SSUB, NO MES DE NOVEMBRO DE 2023 - SSUB - GAP-LS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES ATIVOS EM RANCHO";"00";"Sem informação"
"120073000012024NS000036";"2024NS000036";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120073";"BASE AEREA DE FLORIANOPOLIS";"00001";"TESOURO NACIONAL";"18472579000150";"COMSABOR COMERCIO DE ALIMENTOS LTDA";"|| APL: BAFL - NF 10591 DE 13/12/2023 UG. 120073 BAFL PROCESSO 67272001964202341";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES ATIVOS EM RANCHO";"00";"Sem informação"
"110402000012024NS000011";"2024NS000011";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo";"110402";"ESCOLA SUPERIOR DE GUERRA";"00001";"TESOURO NACIONAL";"73373243000149";"REFISERVI REFEICOES INDUSTRIAIS LTDA";"NOTA DE LANCAMENTO GERADA PELO SIADS ATRAVES DE ENTRADA DE MATERIAL DE CONSUMO POR COMPRA ? RAP ENTRADA 63733/001 UG DE ORIGEM 110402.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES ATIVOS EM RANCHO";"00";"Sem informação"
"380916000012024NS000004";"2024NS000004";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"40000";"Ministério do Trabalho e Emprego";"38901";"Fundo de Amparo ao Trabalhador";"380916";"COORD-GERAL DE RECURSOS DO FAT - CGFAT";"00001";"TESOURO NACIONAL";"00360305000104";"CAIXA ECONOMICA FEDERAL";"ATENDER DESPESAS COM O PAGAMENTO DO BENEFICIO SEGURO-DESEMPREGO - TRABALHADOR DOMESTICO, LOTE Nº 1174, EMITIDO EM 27/12/2023, CONFORME RELATORIO DE CONTROLE E PAGAMENTO POR LOTE - DATAPREV, DE 02/01/2024, PROC. 19965.200001/2024-68 (VALOR DA SEMANA, REFERENTE A SOLICITACAO DE PAGAMENTO Nº 001/2024).";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"10";"Seguro Desemprego e Abono Salarial";"0002";"SEGURO DESEMPREGO AO TRABALHADOR DOMESTICO (LEI N. 10.208, DE 23/03/2001)";"00";"Sem informação"
"158413264112024NS000025";"2024NS000025";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158413";"INST FED SUDESTE DE MG/CAMPUS BARBACENA";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"11482186000189";"R R NUTRICAO ANIMAL LTDA";"NOTA DE LANCAMENTO GERADA PELO SIADS ATRAVES DE ENTRADA DE MATERIAL DE CONSUMO - IMEDIATO - RAP ENTRADA 1401/001 UG DE ORIGEM 158413.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"00";"Sem informação"
"158413264112024NS000022";"2024NS000022";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158413";"INST FED SUDESTE DE MG/CAMPUS BARBACENA";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"41727447000144";"G M B MARTINS PRODUTOS DO MILHO";"NOTA DE LANCAMENTO GERADA PELO SIADS ATRAVES DE ENTRADA DE MATERIAL DE CONSUMO - IMEDIATO - RAP ENTRADA 947/001 UG DE ORIGEM 158413.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"00";"Sem informação"
"158413264112024NS000016";"2024NS000016";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158413";"INST FED SUDESTE DE MG/CAMPUS BARBACENA";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"27120416000108";"EDWINEY SEBASTIAO CUPERTINO LTDA";"NOTA DE LANCAMENTO GERADA PELO SIADS ATRAVES DE ENTRADA DE MATERIAL DE CONSUMO - IMEDIATO - RAP ENTRADA 3284/001 UG DE ORIGEM 158413.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"00";"Sem informação"
"158413264112024NS000013";"2024NS000013";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158413";"INST FED SUDESTE DE MG/CAMPUS BARBACENA";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"27120416000108";"EDWINEY SEBASTIAO CUPERTINO LTDA";"NOTA DE LANCAMENTO GERADA PELO SIADS ATRAVES DE ENTRADA DE MATERIAL DE CONSUMO - IMEDIATO - RAP ENTRADA 3282/001 UG DE ORIGEM 158413.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"00";"Sem informação"
"158413264112024NS000012";"2024NS000012";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158413";"INST FED SUDESTE DE MG/CAMPUS BARBACENA";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"27120416000108";"EDWINEY SEBASTIAO CUPERTINO LTDA";"NOTA DE LANCAMENTO GERADA PELO SIADS ATRAVES DE ENTRADA DE MATERIAL DE CONSUMO - IMEDIATO - RAP ENTRADA 3280/001 UG DE ORIGEM 158413.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"00";"Sem informação"
"158413264112024NS000011";"2024NS000011";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158413";"INST FED SUDESTE DE MG/CAMPUS BARBACENA";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"27120416000108";"EDWINEY SEBASTIAO CUPERTINO LTDA";"NOTA DE LANCAMENTO GERADA PELO SIADS ATRAVES DE ENTRADA DE MATERIAL DE CONSUMO - IMEDIATO - RAP ENTRADA 3281/001 UG DE ORIGEM 158413.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"00";"Sem informação"
"158413264112024NS000010";"2024NS000010";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158413";"INST FED SUDESTE DE MG/CAMPUS BARBACENA";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"27120416000108";"EDWINEY SEBASTIAO CUPERTINO LTDA";"NOTA DE LANCAMENTO GERADA PELO SIADS ATRAVES DE ENTRADA DE MATERIAL DE CONSUMO - IMEDIATO - RAP ENTRADA 3278/001 UG DE ORIGEM 158413.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"00";"Sem informação"
"158413264112024NS000009";"2024NS000009";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158413";"INST FED SUDESTE DE MG/CAMPUS BARBACENA";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"27120416000108";"EDWINEY SEBASTIAO CUPERTINO LTDA";"NOTA DE LANCAMENTO GERADA PELO SIADS ATRAVES DE ENTRADA DE MATERIAL DE CONSUMO - IMEDIATO - RAP ENTRADA 3277/001 UG DE ORIGEM 158413.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"00";"Sem informação"
"158413264112024NS000007";"2024NS000007";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158413";"INST FED SUDESTE DE MG/CAMPUS BARBACENA";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"27120416000108";"EDWINEY SEBASTIAO CUPERTINO LTDA";"NOTA DE LANCAMENTO GERADA PELO SIADS ATRAVES DE ENTRADA DE MATERIAL DE CONSUMO - IMEDIATO - RAP ENTRADA 3276/001 UG DE ORIGEM 158413.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"00";"Sem informação"
"158413264112024NS000006";"2024NS000006";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158413";"INST FED SUDESTE DE MG/CAMPUS BARBACENA";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"27120416000108";"EDWINEY SEBASTIAO CUPERTINO LTDA";"NOTA DE LANCAMENTO GERADA PELO SIADS ATRAVES DE ENTRADA DE MATERIAL DE CONSUMO - IMEDIATO - RAP ENTRADA 3279/001 UG DE ORIGEM 158413.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"00";"Sem informação"
"153036152432024NS000673";"2024NS000673";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26255";"Universidade Federal dos Vales do Jequitinhon";"153036";"UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI";"15243";"UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI";"13513088000197";"JN DIAGNOSTICA LTDA";"NOTA DE LANCAMENTO GERADA PELO SIADS ATRAVES DE ENTRADA DE MATERIAL DE CONSUMO - IMEDIATO - RAP ENTRADA 9120/2 UG DE ORIGEM 153036.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"00";"Sem informação"
"153036152432024NS000079";"2024NS000079";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26255";"Universidade Federal dos Vales do Jequitinhon";"153036";"UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI";"15243";"UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI";"49095767000130";"49.095.767 DENISE SOARES SANTOS";"NOTA DE LANCAMENTO GERADA PELO SIADS ATRAVES DE ENTRADA DE MATERIAL DE CONSUMO - IMEDIATO - RAP ENTRADA 41717389/890 UG DE ORIGEM 153036.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"00";"Sem informação"
"153036152432024NS000027";"2024NS000027";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26255";"Universidade Federal dos Vales do Jequitinhon";"153036";"UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI";"15243";"UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI";"31503963000131";"LOJA DO LABORATORIO LTDA";"NOTA DE LANCAMENTO GERADA PELO SIADS ATRAVES DE ENTRADA DE MATERIAL DE CONSUMO - IMEDIATO - RAP ENTRADA 7191/001 UG DE ORIGEM 153036.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"00";"Sem informação"
"155015264432024NS000120";"2024NS000120";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155015";"MATERNIDADE ESCOLA JANUARIO CICCO";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"17930162000121";"NATIVA LAB PRODUTOS LABORATORIAIS LTDA";"APROPRIACAO DANFE 8847 - EMISSAO: 15/12/2023 - NATIVA LAB PRODUTOS LABORATORIAIS - PROCESSO 23528.017175/2023-15 - R$ 440,00";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF - DESPESAS DIVERSAS";"00";"Sem informação"
"155914264432024NS000082";"2024NS000082";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155914";"HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"20352354000102";"GC LAB DIAGNOSTICOS LTDA";"PAGAMENTO REFERENTE A CAT36-AQUISICAO DE MATERIAL LABORATORIAL. PREGAO ELETRONICO Nº 06/2023. NOTA FISCAL/DANFE Nº 11569, EMITIDA EM 20/12/2023. PROCESSO SEI Nº 23769.015978/2023-94. FORNECEDOR NAO OPTANTE SIMPLES NACIONAL.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF - DESPESAS DIVERSAS";"00";"Sem informação"
"155914264432024NS000141";"2024NS000141";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155914";"HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"45812327000104";"SOLABOR PRODUTOS PARA LABORATORIOS LTDA";"PAGAMENTO REFERENTE A CAT39-AQUISICAO DE MATERIAL MEDICO HOSPITALAR. PREGAO ELETRONICO Nº 43/2023. NOTA FISCAL/DANFE Nº 368, EMITIDA EM 10/12/2023. PROCESSO SEI Nº 23769.015552/2023-31. FORNECEDOR OPTANTE SIMPLES NACIONAL.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF - DESPESAS DIVERSAS";"00";"Sem informação"
"155020264432024NS000241";"2024NS000241";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155020";"EBSERH COMPLEXO HOSPITALAR DO CEARA";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"07032320000172";"MEDICAL CENTER COMERCIO DE PRODUTOS HOSPITALARES LTDA";"VR. AQUISICAO DE GENEROS DE ALIMENTACAO, REF. NF 315, DOCUMENTO SEI 35611420, PROC. 23533.020777/2022-91, SEI 23533.033431/2023-34";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF - DESPESAS DIVERSAS";"00";"Sem informação"
"155914264432024NS000040";"2024NS000040";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155914";"HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"43219256000105";"LIFE CLEAN COMERCIO DE EQUIPAMENTOS LTDA";"PAGAMENTO REFERENTE A CAT48-AQUISICAO DE MATERIAL MEDICO HOSPITALAR.(EPIS). PREGAO ELETRONICO Nº 16/2023. NOTA FISCAL/DANFE Nº 1812, EMITIDA EM 18/12/2023. PROCESSO SEI Nº 23769.000069/2024-32. FORNECEDOR OPTANTE SIMPLES NACIONAL.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF - DESPESAS DIVERSAS";"00";"Sem informação"
"155020264432024NS000164";"2024NS000164";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155020";"EBSERH COMPLEXO HOSPITALAR DO CEARA";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"10742865000187";"ROBERTO CORETTI";"VR. AQUISICAO DE GENEROS DE ALIMENTACAO, REF. NF 5889, DOCUMENTO SEI 35610906, PROC. 23533.020777/2022-91, SEI 23533.037895/2023-10";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF - DESPESAS DIVERSAS";"00";"Sem informação"
"155908264432024NS000004";"2024NS000004";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155908";"HOSPITAL UNIV. DR. MIGUEL RIET CORREA JR.";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"21306287000152";"TECNO2000 INDUSTRIA E COMERCIO LTDA";"NOTA DE LANCAMENTO GERADA PELO SIADS ATRAVES DE ENTRADA DE MATERIAL PERMANENTE - COMPRA ENTRADA 30050/1 UG DE ORIGEM 155908.";"4";"DESPESAS DE CAPITAL";"4";"Investimentos";"90";"Aplicações Diretas";"52";"Equipamentos e Material Permanente";"0000";"REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF - DESPESAS DIVERSAS";"00";"Sem informação"
